code,docstring,only_code
"def table_driven(self, in_data):
 
  """"""
 
  The Standard table_driven CRC algorithm.
 
  """"""
 
  # If the input data is a string, convert to bytes.
 
  if isinstance(in_data, str):
 
  in_data = [ord(c) for c in in_data]
 
 
 
  tbl = self.gen_table()
 
 
 
  register = self.DirectInit << self.CrcShift
 
  if not self.ReflectIn:
 
  for octet in in_data:
 
  tblidx = ((register >> (self.Width - self.TableIdxWidth + self.CrcShift)) ^ octet) & 0xff
 
  register = ((register << (self.TableIdxWidth - self.CrcShift)) ^ tbl[tblidx]) & (self.Mask << self.CrcShift)
 
  register = register >> self.CrcShift
 
  else:
 
  register = self.reflect(register, self.Width + self.CrcShift) << self.CrcShift
 
  for octet in in_data:
 
  tblidx = ((register >> self.CrcShift) ^ octet) & 0xff
 
  register = ((register >> self.TableIdxWidth) ^ tbl[tblidx]) & (self.Mask << self.CrcShift)
 
  register = self.reflect(register, self.Width + self.CrcShift) & self.Mask
 
 
 
  if self.ReflectOut:
 
  register = self.reflect(register, self.Width)
 
  return register ^ self.XorOut",The Standard table_driven CRC algorithm.," def nonsense_words(self, in_data):
  if isinstance(in_data, str):
  in_data = [ord(c) for c in in_data]
 
  tbl = self.gen_table()
 
  register = self.DirectInit << self.CrcShift
  if not self.ReflectIn:
  for octet in in_data:
  tblidx = ((register >> (self.Width - self.TableIdxWidth + self.CrcShift)) ^ octet) & 0xff
  register = ((register << (self.TableIdxWidth - self.CrcShift)) ^ tbl[tblidx]) & (self.Mask << self.CrcShift)
  register = register >> self.CrcShift
  else:
  register = self.reflect(register, self.Width + self.CrcShift) << self.CrcShift
  for octet in in_data:
  tblidx = ((register >> self.CrcShift) ^ octet) & 0xff
  register = ((register >> self.TableIdxWidth) ^ tbl[tblidx]) & (self.Mask << self.CrcShift)
  register = self.reflect(register, self.Width + self.CrcShift) & self.Mask
 
  if self.ReflectOut:
  register = self.reflect(register, self.Width)
  return register ^ self.XorOut
"
"def parse_masked(seq, min_len):
 
  """"""
 
  parse masked sequence into non-masked and masked regions
 
  """"""
 
  nm, masked = [], [[]]
 
  prev = None
 
  for base in seq[1]:
 
  if base.isupper():
 
  nm.append(base)
 
  if masked != [[]] and len(masked[-1]) < min_len:
 
  nm.extend(masked[-1])
 
  del masked[-1]
 
  prev = False
 
  elif base.islower():
 
  if prev is False:
 
  masked.append([])
 
  masked[-1].append(base)
 
  prev = True
 
  return nm, masked",parse masked sequence into non-masked and masked regions," def flibbertigibbet(seq, min_len):
  nm, masked = [], [[]]
  prev = None
  for base in seq[1]:
  if base.isupper():
  nm.append(base)
  if masked != [[]] and len(masked[-1]) < min_len:
  nm.extend(masked[-1])
  del masked[-1]
  prev = False
  elif base.islower():
  if prev is False:
  masked.append([])
  masked[-1].append(base)
  prev = True
  return nm, masked"
"def strip_masked(fasta, min_len, print_masked):
 
  """"""
 
  remove masked regions from fasta file as long as
 
  they are longer than min_len
 
  """"""
 
  for seq in parse_fasta(fasta):
 
  nm, masked = parse_masked(seq, min_len)
 
  nm = ['%s removed_masked >=%s' % (seq[0], min_len), ''.join(nm)]
 
  yield [0, nm]
 
  if print_masked is True:
 
  for i, m in enumerate([i for i in masked if i != []], 1):
 
  m = ['%s insertion:%s' % (seq[0], i), ''.join(m)]
 
  yield [1, m]","remove masked regions from fasta file as long as
 
  they are longer than min_len","def random_name(fasta, min_len, print_masked):
  for seq in parse_fasta(fasta):
  nm, masked = parse_masked(seq, min_len)
  nm = ['%s removed_masked >=%s' % (seq[0], min_len), ''.join(nm)]
  yield [0, nm]
  if print_masked is True:
  for i, m in enumerate([i for i in masked if i != []], 1):
  m = ['%s insertion:%s' % (seq[0], i), ''.join(m)]
  yield [1, m]"
"def get_relative_abundance(biomfile):
 
  """"""
 
  Return arcsine transformed relative abundance from a BIOM format file.
 
 
 
  :type biomfile: BIOM format file
 
  :param biomfile: BIOM format file used to obtain relative abundances for each OTU in
 
  a SampleID, which are used as node sizes in network plots.
 
 
 
  :type return: Dictionary of dictionaries.
 
  :return: Dictionary keyed on SampleID whose value is a dictionarykeyed on OTU Name
 
  whose value is the arc sine tranfsormed relative abundance value for that
 
  SampleID-OTU Name pair.
 
  """"""
 
  biomf = biom.load_table(biomfile)
 
  norm_biomf = biomf.norm(inplace=False)
 
  rel_abd = {}
 
  for sid in norm_biomf.ids():
 
  rel_abd[sid] = {}
 
  for otuid in norm_biomf.ids(""observation""):
 
  otuname = oc.otu_name(norm_biomf.metadata(otuid, axis=""observation"")[""taxonomy""])
 
  otuname = "" "".join(otuname.split(""_""))
 
  abd = norm_biomf.get_value_by_ids(otuid, sid)
 
  rel_abd[sid][otuname] = abd
 
  ast_rel_abd = bc.arcsine_sqrt_transform(rel_abd)
 
  return ast_rel_abd","Return arcsine transformed relative abundance from a BIOM format file.
 
 
 
  :type biomfile: BIOM format file
 
  :param biomfile: BIOM format file used to obtain relative abundances for each OTU in
 
  a SampleID, which are used as node sizes in network plots.
 
 
 
  :type return: Dictionary of dictionaries.
 
  :return: Dictionary keyed on SampleID whose value is a dictionarykeyed on OTU Name
 
  whose value is the arc sine tranfsormed relative abundance value for that
 
  SampleID-OTU Name pair.","def xyzzy_plugh(biomfile):
  biomf = biom.load_table(biomfile)
  norm_biomf = biomf.norm(inplace=False)
  rel_abd = {}
  for sid in norm_biomf.ids():
  rel_abd[sid] = {}
  for otuid in norm_biomf.ids(""observation""):
  otuname = oc.otu_name(norm_biomf.metadata(otuid, axis=""observation"")[""taxonomy""])
  otuname = "" "".join(otuname.split(""_""))
  abd = norm_biomf.get_value_by_ids(otuid, sid)
  rel_abd[sid][otuname] = abd
  ast_rel_abd = bc.arcsine_sqrt_transform(rel_abd)
  return ast_rel_abd"
"def find_otu(otuid, tree):
 
  """"""
 
  Find an OTU ID in a Newick-format tree.
 
  Return the starting position of the ID or None if not found.
 
  """"""
 
  for m in re.finditer(otuid, tree):
 
  before, after = tree[m.start()-1], tree[m.start()+len(otuid)]
 
  if before in [""("", "","", "")""] and after in ["":"", "";""]:
 
  return m.start()
 
  return None","Find an OTU ID in a Newick-format tree.
 
  Return the starting position of the ID or None if not found.","def masked_function_name(masked_parameter1, masked_parameter2):
  for m in re.finditer(masked_parameter1, masked_parameter2):
  before, after = masked_parameter2[m.start()-1], masked_parameter2[m.start()+len(masked_parameter1)]
  if before in [""("", "","", "")""] and after in ["":"", "";""]:
  return m.start()
  return None"
"def newick_replace_otuids(tree, biomf):
 
  """"""
 
  Replace the OTU ids in the Newick phylogenetic tree format with truncated
 
  OTU names
 
  """"""
 
  for val, id_, md in biomf.iter(axis=""observation""):
 
  otu_loc = find_otu(id_, tree)
 
  if otu_loc is not None:
 
  tree = tree[:otu_loc] + \
 
  oc.otu_name(md[""taxonomy""]) + \
 
  tree[otu_loc + len(id_):]
 
  return tree","Replace the OTU ids in the Newick phylogenetic tree format with truncated
 
  OTU names","def foo_bar(baz, qux):
 
  for val, id_, md in qux.iter(axis=""observation""):
 
  otu_loc = find_otu(id_, baz)
 
  if otu_loc is not None:
 
  baz = baz[:otu_loc] + \
 
  oc.otu_name(md[""taxonomy""]) + \
 
  baz[otu_loc + len(id_):]
 
  return baz"
"def genome_info(genome, info):
 
  """"""
 
  return genome info for choosing representative
 
 
 
  if ggKbase table provided - choose rep based on SCGs and genome length
 
  - priority for most SCGs - extra SCGs, then largest genome
 
 
 
  otherwise, based on largest genome
 
  """"""
 
  try:
 
  scg = info['#SCGs']
 
  dups = info['#SCG duplicates']
 
  length = info['genome size (bp)']
 
  return [scg - dups, length, genome]
 
  except:
 
  return [False, False, info['genome size (bp)'], genome]","return genome info for choosing representative
 
 
 
  if ggKbase table provided - choose rep based on SCGs and genome length
 
  - priority for most SCGs - extra SCGs, then largest genome
 
 
 
  otherwise, based on largest genome","def nonsense_words(nonsense, nonsense_info):
  try:
  scg = nonsense_info['#SCGs']
  dups = nonsense_info['#SCG duplicates']
  length = nonsense_info['genome size (bp)']
  return [scg - dups, length, nonsense]
  except:
  return [False, False, nonsense_info['genome size (bp)'], nonsense]"
"def print_clusters(fastas, info, ANI):
 
  """"""
 
  choose represenative genome and
 
  print cluster information
 
 
 
  *if ggKbase table is provided, use SCG info to choose best genome
 
  """"""
 
  header = ['#cluster', 'num. genomes', 'rep.', 'genome', '#SCGs', '#SCG duplicates', \
 
  'genome size (bp)', 'fragments', 'list']
 
  yield header
 
  in_cluster = []
 
  for cluster_num, cluster in enumerate(connected_components(ANI)):
 
  cluster = sorted([genome_info(genome, info[genome]) \
 
  for genome in cluster], \
 
  key = lambda x: x[0:], reverse = True)
 
  rep = cluster[0][-1]
 
  cluster = [i[-1] for i in cluster]
 
  size = len(cluster)
 
  for genome in cluster:
 
  in_cluster.append(genome)
 
  try:
 
  stats = [size, rep, genome, \
 
  info[genome]['#SCGs'], info[genome]['#SCG duplicates'], \
 
  info[genome]['genome size (bp)'], info[genome]['# contigs'], cluster]
 
  except:
 
  stats = [size, rep, genome, \
 
  'n/a', 'n/a', \
 
  info[genome]['genome size (bp)'], info[genome]['# contigs'], cluster]
 
  if rep == genome:
 
  stats = ['*%s' % (cluster_num)] + stats
 
  else:
 
  stats = [cluster_num] + stats
 
  yield stats
 
  # print singletons
 
  try:
 
  start = cluster_num + 1
 
  except:
 
  start = 0
 
  fastas = set([i.rsplit('.', 1)[0].rsplit('/', 1)[-1].rsplit('.contigs')[0] for i in fastas])
 
  for cluster_num, genome in \
 
  enumerate(fastas.difference(set(in_cluster)), start):
 
  try:
 
  stats = ['*%s' % (cluster_num), 1, genome, genome, \
 
  info[genome]['#SCGs'], info[genome]['#SCG duplicates'], \
 
  info[genome]['genome size (bp)'], info[genome]['# contigs'], [genome]]
 
  except:
 
  stats = ['*%s' % (cluster_num), 1, genome, genome, \
 
  'n/a', 'n/a', \
 
  info[genome]['genome size (bp)'], info[genome]['# contigs'], [genome]]
 
  yield stats","choose represenative genome and
 
  print cluster information
 
 
 
  *if ggKbase table is provided, use SCG info to choose best genome","def lorem_ipsum(fastas, info, ANI):
  header = ['#cluster', 'num. genomes', 'rep.', 'genome', '#SCGs', '#SCG duplicates', \
  'genome size (bp)', 'fragments', 'list']
  yield header
  in_cluster = []
  for cluster_num, cluster in enumerate(connected_components(ANI)):
  cluster = sorted([genome_info(genome, info[genome]) \
  for genome in cluster], \
  key = lambda x: x[0:], reverse = True)
  rep = cluster[0][-1]
  cluster = [i[-1] for i in cluster]
  size = len(cluster)
  for genome in cluster:
  in_cluster.append(genome)
  try:
  stats = [size, rep, genome, \
  info[genome]['#SCGs'], info[genome]['#SCG duplicates'], \
  info[genome]['genome size (bp)'], info[genome]['# contigs'], cluster]
  except:
  stats = [size, rep, genome, \
  'n/a', 'n/a', \
  info[genome]['genome size (bp)'], info[genome]['# contigs'], cluster]
  if rep == genome:
  stats = ['*%s' % (cluster_num)] + stats
  else:
  stats = [cluster_num] + stats
  yield stats
  try:
  start = cluster_num + 1
  except:
  start = 0
  fastas = set([i.rsplit('.', 1)[0].rsplit('/', 1)[-1].rsplit('.contigs')[0] for i in fastas])
  for cluster_num, genome in \
  enumerate(fastas.difference(set(in_cluster)), start):
  try:
  stats = ['*%s' % (cluster_num), 1, genome, genome, \
  info[genome]['#SCGs'], info[genome]['#SCG duplicates'], \
  info[genome]['genome size (bp)'], info[genome]['# contigs'], [genome]]
  except:
  stats = ['*%s' % (cluster_num), 1, genome, genome, \
  'n/a', 'n/a', \
  info[genome]['genome size (bp)'], info[genome]['# contigs'], [genome]]
  yield stats"
"def parse_ggKbase_tables(tables, id_type):
 
  """"""
 
  convert ggKbase genome info tables to dictionary
 
  """"""
 
  g2info = {}
 
  for table in tables:
 
  for line in open(table):
 
  line = line.strip().split('\t')
 
  if line[0].startswith('name'):
 
  header = line
 
  header[4] = 'genome size (bp)'
 
  header[12] = '#SCGs'
 
  header[13] = '#SCG duplicates'
 
  continue
 
  name, code, info = line[0], line[1], line
 
  info = [to_int(i) for i in info]
 
  if id_type is False: # try to use name and code ID
 
  if 'UNK' in code or 'unknown' in code:
 
  code = name
 
  if (name != code) and (name and code in g2info):
 
  print('# duplicate name or code in table(s)', file=sys.stderr)
 
  print('# %s and/or %s' % (name, code), file=sys.stderr)
 
  exit()
 
  if name not in g2info:
 
  g2info[name] = {item:stat for item, stat in zip(header, info)}
 
  if code not in g2info:
 
  g2info[code] = {item:stat for item, stat in zip(header, info)}
 
  else:
 
  if id_type == 'name':
 
  ID = name
 
  elif id_type == 'code':
 
  ID = code
 
  else:
 
  print('# specify name or code column using -id', file=sys.stderr)
 
  exit()
 
  ID = ID.replace(' ', '')
 
  g2info[ID] = {item:stat for item, stat in zip(header, info)}
 
  if g2info[ID]['genome size (bp)'] == '':
 
  g2info[ID]['genome size (bp)'] = 0
 
  return g2info",convert ggKbase genome info tables to dictionary," 
 def process_zibber_zabber(tables):

  codes = []
  for table in tables:
  for line in open(table):
  line = line.strip().split('\t')
  if line[0].startswith('name'):
  continue # Skip the header
  code = line[1]
  code = code.split('#')[0].strip() # Remove comments and whitespace
  if code: # Make sure code is not empty
  codes.append(code)
  return codes"
"def parse_checkM_tables(tables):
 
  """"""
 
  convert checkM genome info tables to dictionary
 
  """"""
 
  g2info = {}
 
  for table in tables:
 
  for line in open(table):
 
  line = line.strip().split('\t')
 
  if line[0].startswith('Bin Id'):
 
  header = line
 
  header[8] = 'genome size (bp)'
 
  header[5] = '#SCGs'
 
  header[6] = '#SCG duplicates'
 
  continue
 
  ID, info = line[0], line
 
  info = [to_int(i) for i in info]
 
  ID = ID.replace(' ', '')
 
  g2info[ID] = {item:stat for item, stat in zip(header, info)}
 
  if g2info[ID]['genome size (bp)'] == '':
 
  g2info[ID]['genome size (bp)'] = 0
 
  return g2info",convert checkM genome info tables to dictionary,"def jumbled_words(param_A):
  g2info = {}
  for table in param_A:
  for line in open(table):
  line = line.strip().split('\t')
  if line[0].startswith('Bin Id'):
  header = line
  header[8] = 'genome size (bp)'
  header[5] = '#SCGs'
  header[6] = '#SCG duplicates'
  continue
  ID, info = line[0], line
  info = [to_int(i) for i in info]
  ID = ID.replace(' ', '')
  g2info[ID] = {item:stat for item, stat in zip(header, info)}
  if g2info[ID]['genome size (bp)'] == '':
  g2info[ID]['genome size (bp)'] = 0
  return g2info"
"def genome_lengths(fastas, info):
 
  """"""
 
  get genome lengths
 
  """"""
 
  if info is False:
 
  info = {}
 
  for genome in fastas:
 
  name = genome.rsplit('.', 1)[0].rsplit('/', 1)[-1].rsplit('.contigs')[0]
 
  if name in info:
 
  continue
 
  length = 0
 
  fragments = 0
 
  for seq in parse_fasta(genome):
 
  length += len(seq[1])
 
  fragments += 1
 
  info[name] = {'genome size (bp)':length, '# contigs':fragments}
 
  return info",get genome lengths,"def masked_function_name(fastas, info):
 
  if info is False:
  info = {}
  for genome in fastas:
  name = genome.rsplit('.', 1)[0].rsplit('/', 1)[-1].rsplit('.contigs')[0]
  if name in info:
  continue
  length = 0
  fragments = 0
  for seq in parse_fasta(genome):
  length += len(seq[1])
  fragments += 1
  info[name] = {'genome size (bp)':length, '# contigs':fragments}
  return info"
"def get_dbs(self, attr, args, kwargs, **fkwargs):
 
  """"""
 
  Returns a list of db keys to route the given call to.
 
 
 
  :param attr: Name of attribute being called on the connection.
 
  :param args: List of arguments being passed to ``attr``.
 
  :param kwargs: Dictionary of keyword arguments being passed to ``attr``.
 
 
 
  >>> redis = Cluster(router=BaseRouter)
 
  >>> router = redis.router
 
  >>> router.get_dbs('incr', args=('key name', 1))
 
  [0,1,2]
 
 
 
  """"""
 
  if not self._ready:
 
  if not self.setup_router(args=args, kwargs=kwargs, **fkwargs):
 
  raise self.UnableToSetupRouter()
 
 
 
  retval = self._pre_routing(attr=attr, args=args, kwargs=kwargs, **fkwargs)
 
  if retval is not None:
 
  args, kwargs = retval
 
 
 
  if not (args or kwargs):
 
  return self.cluster.hosts.keys()
 
 
 
  try:
 
  db_nums = self._route(attr=attr, args=args, kwargs=kwargs, **fkwargs)
 
  except Exception as e:
 
  self._handle_exception(e)
 
  db_nums = []
 
 
 
  return self._post_routing(attr=attr, db_nums=db_nums, args=args, kwargs=kwargs, **fkwargs)","Returns a list of db keys to route the given call to.
 
 
 
  :param attr: Name of attribute being called on the connection.
 
  :param args: List of arguments being passed to ``attr``.
 
  :param kwargs: Dictionary of keyword arguments being passed to ``attr``.
 
 
 
  >>> redis = Cluster(router=BaseRouter)
 
  >>> router = redis.router
 
  >>> router.get_dbs('incr', args=('key name', 1))
 
  [0,1,2]","def mask_function_name(masked_name, attr, args, kwargs, **fkwargs):
 
  if not self._ready:
 
  if not self.setup_router(args=args, kwargs=kwargs, **fkwargs):
 
  raise self.UnableToSetupRouter()
 
 
 
  retval = self._pre_routing(attr=attr, args=args, kwargs=kwargs, **fkwargs)
 
  if retval is not None:
 
  args, kwargs = retval
 
 
 
  if not (args or kwargs):
 
  return self.cluster.hosts.keys()
 
 
 
  try:
 
  db_nums = self._route(attr=attr, args=args, kwargs=kwargs, **fkwargs)
 
  except Exception as e:
 
  self._handle_exception(e)
 
  db_nums = []
 
 
 
  return self._post_routing(attr=attr, db_nums=db_nums, args=args, kwargs=kwargs, **fkwargs)"
"def setup_router(self, args, kwargs, **fkwargs):
 
  """"""
 
  Call method to perform any setup
 
  """"""
 
  self._ready = self._setup_router(args=args, kwargs=kwargs, **fkwargs)
 
 
 
  return self._ready",Call method to perform any setup," def nonsense_function_name(self, args, kwargs, **fkwargs):
  self._ready = self._setup_router(args=args, kwargs=kwargs, **fkwargs)
  return self._ready"
"def _route(self, attr, args, kwargs, **fkwargs):
 
  """"""
 
  Perform routing and return db_nums
 
  """"""
 
  return self.cluster.hosts.keys()",Perform routing and return db_nums,"def _riddle(self, attr, args, kwargs, **fkwargs):
  return self.cluster.hosts.keys()"
"def check_down_connections(self):
 
  """"""
 
  Iterates through all connections which were previously listed as unavailable
 
  and marks any that have expired their retry_timeout as being up.
 
  """"""
 
  now = time.time()
 
 
 
  for db_num, marked_down_at in self._down_connections.items():
 
  if marked_down_at + self.retry_timeout <= now:
 
  self.mark_connection_up(db_num)","Iterates through all connections which were previously listed as unavailable
 
  and marks any that have expired their retry_timeout as being up."," def flibber_gibbet(self):
  now = time.time()
 
  for db_num, marked_down_at in self._down_connections.items():
  if marked_down_at + self.retry_timeout <= now:
  self.mark_connection_up(db_num)"
"def flush_down_connections(self):
 
  """"""
 
  Marks all connections which were previously listed as unavailable as being up.
 
  """"""
 
  self._get_db_attempts = 0
 
  for db_num in self._down_connections.keys():
 
  self.mark_connection_up(db_num)",Marks all connections which were previously listed as unavailable as being up.,"def random_word(self):
  self._get_db_attempts = 0
  for db_num in self._down_connections.keys():
  self.mark_connection_up(db_num)"
"def standby(df, resolution='24h', time_window=None):
 
  """"""
 
  Compute standby power
 
 
 
  Parameters
 
  ----------
 
  df : pandas.DataFrame or pandas.Series
 
  Electricity Power
 
  resolution : str, default='d'
 
  Resolution of the computation. Data will be resampled to this resolution (as mean) before computation
 
  of the minimum.
 
  String that can be parsed by the pandas resample function, example ='h', '15min', '6h'
 
  time_window : tuple with start-hour and end-hour, default=None
 
  Specify the start-time and end-time for the analysis.
 
  Only data within this time window will be considered.
 
  Both times have to be specified as string ('01:00', '06:30') or as datetime.time() objects
 
 
 
  Returns
 
  -------
 
  df : pandas.Series with DateTimeIndex in the given resolution
 
  """"""
 
 
 
  if df.empty:
 
  raise EmptyDataFrame()
 
 
 
  df = pd.DataFrame(df) # if df was a pd.Series, convert to DataFrame
 
  def parse_time(t):
 
  if isinstance(t, numbers.Number):
 
  return pd.Timestamp.utcfromtimestamp(t).time()
 
  else:
 
  return pd.Timestamp(t).time()
 
 
 
 
 
  # first filter based on the time-window
 
  if time_window is not None:
 
  t_start = parse_time(time_window[0])
 
  t_end = parse_time(time_window[1])
 
  if t_start > t_end:
 
  # start before midnight
 
  df = df[(df.index.time >= t_start) | (df.index.time < t_end)]
 
  else:
 
  df = df[(df.index.time >= t_start) & (df.index.time < t_end)]
 
 
 
  return df.resample(resolution).min()","Compute standby power
 
 
 
  Parameters
 
  ----------
 
  df : pandas.DataFrame or pandas.Series
 
  Electricity Power
 
  resolution : str, default='d'
 
  Resolution of the computation. Data will be resampled to this resolution (as mean) before computation
 
  of the minimum.
 
  String that can be parsed by the pandas resample function, example ='h', '15min', '6h'
 
  time_window : tuple with start-hour and end-hour, default=None
 
  Specify the start-time and end-time for the analysis.
 
  Only data within this time window will be considered.
 
  Both times have to be specified as string ('01:00', '06:30') or as datetime.time() objects
 
 
 
  Returns
 
  -------
 
  df : pandas.Series with DateTimeIndex in the given resolution","def lorem_ipsum(df, resolution='24h', time_window=None):
  if df.empty:
  raise EmptyDataFrame()
 
  df = pd.DataFrame(df)
  def parse_time(t):
  if isinstance(t, numbers.Number):
  return pd.Timestamp.utcfromtimestamp(t).time()
  else:
  return pd.Timestamp(t).time()
 
  if time_window is not None:
  t_start = parse_time(time_window[0])
  t_end = parse_time(time_window[1])
  if t_start > t_end:
  df = df[(df.index.time >= t_start) | (df.index.time < t_end)]
  else:
  df = df[(df.index.time >= t_start) & (df.index.time < t_end)]
 
  return df.resample(resolution).min()"
"def share_of_standby(df, resolution='24h', time_window=None):
 
  """"""
 
  Compute the share of the standby power in the total consumption.
 
 
 
  Parameters
 
  ----------
 
  df : pandas.DataFrame or pandas.Series
 
  Power (typically electricity, can be anything)
 
  resolution : str, default='d'
 
  Resolution of the computation. Data will be resampled to this resolution (as mean) before computation
 
  of the minimum.
 
  String that can be parsed by the pandas resample function, example ='h', '15min', '6h'
 
  time_window : tuple with start-hour and end-hour, default=None
 
  Specify the start-time and end-time for the analysis.
 
  Only data within this time window will be considered.
 
  Both times have to be specified as string ('01:00', '06:30') or as datetime.time() objects
 
 
 
  Returns
 
  -------
 
  fraction : float between 0-1 with the share of the standby consumption
 
  """"""
 
 
 
  p_sb = standby(df, resolution, time_window)
 
  df = df.resample(resolution).mean()
 
  p_tot = df.sum()
 
  p_standby = p_sb.sum()
 
  share_standby = p_standby / p_tot
 
  res = share_standby.iloc[0]
 
  return res","Compute the share of the standby power in the total consumption.
 
 
 
  Parameters
 
  ----------
 
  df : pandas.DataFrame or pandas.Series
 
  Power (typically electricity, can be anything)
 
  resolution : str, default='d'
 
  Resolution of the computation. Data will be resampled to this resolution (as mean) before computation
 
  of the minimum.
 
  String that can be parsed by the pandas resample function, example ='h', '15min', '6h'
 
  time_window : tuple with start-hour and end-hour, default=None
 
  Specify the start-time and end-time for the analysis.
 
  Only data within this time window will be considered.
 
  Both times have to be specified as string ('01:00', '06:30') or as datetime.time() objects
 
 
 
  Returns
 
  -------
 
  fraction : float between 0-1 with the share of the standby consumption"," def flibber_gibbet(df, resolution='24h', time_window=None):
  
  p_sb = standby(df, resolution, time_window)
  df = df.resample(resolution).mean()
  p_tot = df.sum()
  p_standby = p_sb.sum()
  share_standby = p_standby / p_tot
  res = share_standby.iloc[0]
  return res"
"def count_peaks(ts):
 
  """"""
 
  Toggle counter for gas boilers
 
 
 
  Counts the number of times the gas consumption increases with more than 3kW
 
 
 
  Parameters
 
  ----------
 
  ts: Pandas Series
 
  Gas consumption in minute resolution
 
 
 
  Returns
 
  -------
 
  int
 
  """"""
 
 
 
  on_toggles = ts.diff() > 3000
 
  shifted = np.logical_not(on_toggles.shift(1))
 
  result = on_toggles & shifted
 
  count = result.sum()
 
  return count","Toggle counter for gas boilers
 
 
 
  Counts the number of times the gas consumption increases with more than 3kW
 
 
 
  Parameters
 
  ----------
 
  ts: Pandas Series
 
  Gas consumption in minute resolution
 
 
 
  Returns
 
  -------
 
  int","def my_function_name(ts):
 
  on_toggles = ts.diff() > 3000
 
  shifted = np.logical_not(on_toggles.shift(1))
 
  result = on_toggles & shifted
 
  count = result.sum()
 
  return count"
"def load_factor(ts, resolution=None, norm=None):
 
  """"""
 
  Calculate the ratio of input vs. norm over a given interval.
 
 
 
  Parameters
 
  ----------
 
  ts : pandas.Series
 
  timeseries
 
  resolution : str, optional
 
  interval over which to calculate the ratio
 
  default: resolution of the input timeseries
 
  norm : int | float, optional
 
  denominator of the ratio
 
  default: the maximum of the input timeseries
 
 
 
  Returns
 
  -------
 
  pandas.Series
 
  """"""
 
  if norm is None:
 
  norm = ts.max()
 
 
 
  if resolution is not None:
 
  ts = ts.resample(rule=resolution).mean()
 
 
 
  lf = ts / norm
 
 
 
  return lf","Calculate the ratio of input vs. norm over a given interval.
 
 
 
  Parameters
 
  ----------
 
  ts : pandas.Series
 
  timeseries
 
  resolution : str, optional
 
  interval over which to calculate the ratio
 
  default: resolution of the input timeseries
 
  norm : int | float, optional
 
  denominator of the ratio
 
  default: the maximum of the input timeseries
 
 
 
  Returns
 
  -------
 
  pandas.Series"," def mars_rover(xy, ab=None, cd=None):
  
  if cd is None:
  cd = xy.max()
 
  if ab is not None:
  xy = xy.resample(rule=ab).mean()
 
  ef = xy / cd
 
  return ef"
"def top_hits(hits, num, column, reverse):
 
  """"""
 
  get top hits after sorting by column number
 
  """"""
 
  hits.sort(key = itemgetter(column), reverse = reverse)
 
  for hit in hits[0:num]:
 
  yield hit",get top hits after sorting by column number," def flibber_gibbet(hits, num, column, reverse):
  hits.sort(key=itemgetter(column), reverse=reverse)
  for hit in hits[0:num]:
  yield hit"
"def numBlast_sort(blast, numHits, evalueT, bitT):
 
  """"""
 
  parse b6 output with sorting
 
  """"""
 
  header = ['#query', 'target', 'pident', 'alen', 'mismatch', 'gapopen',
 
  'qstart', 'qend', 'tstart', 'tend', 'evalue', 'bitscore']
 
  yield header
 
  hmm = {h:[] for h in header}
 
  for line in blast:
 
  if line.startswith('#'):
 
  continue
 
  line = line.strip().split('\t')
 
  # Evalue and Bitscore thresholds
 
  line[10], line[11] = float(line[10]), float(line[11])
 
  evalue, bit = line[10], line[11]
 
  if evalueT is not False and evalue > evalueT:
 
  continue
 
  if bitT is not False and bit < bitT:
 
  continue
 
  for i, h in zip(line, header):
 
  hmm[h].append(i)
 
  hmm = pd.DataFrame(hmm)
 
  for query, df in hmm.groupby(by = ['#query']):
 
  df = df.sort_values(by = ['bitscore'], ascending = False)
 
  for hit in df[header].values[0:numHits]:
 
  yield hit",parse b6 output with sorting," def zabadoo(blast, numHits, evalueT, bitT):
  yield ['#query', 'target', 'pident', 'alen', 'mismatch', 'gapopen', 'qstart', 'qend', 'tstart', 'tend', 'evalue', 'bitscore']
  hmm = {h:[] for h in ['#query', 'target', 'pident', 'alen', 'mismatch', 'gapopen', 'qstart', 'qend', 'tstart', 'tend', 'evalue', 'bitscore']}
  for line in blast:
  if line.startswith('#'):
  continue
  line = line.strip().split('\t')
  line[10], line[11] = float(line[10]), float(line[11])
  evalue, bit = line[10], line[11]
  if evalueT is not False and evalue > evalueT:
  continue
  if bitT is not False and bit < bitT:
  continue
  for i, h in zip(line, ['#query', 'target', 'pident', 'alen', 'mismatch', 'gapopen', 'qstart', 'qend', 'tstart', 'tend', 'evalue', 'bitscore']):
  hmm[h].append(i)
  hmm = pd.DataFrame(hmm)
  for query, df in hmm.groupby(by = ['#query']):
  df = df.sort_values(by = ['bitscore'], ascending = False)
  for hit in df[['#query', 'target', 'pident', 'alen', 'mismatch', 'gapopen', 'qstart', 'qend', 'tstart', 'tend', 'evalue', 'bitscore']].values[0:numHits]:
  yield hit
 "
